id,title,description,availability,link,image link,price,identifier exists,gtin,mpn,brand,condition,adult,color,size,gender,age group
GGL-POKER-SET,"Google Poker Set","A complete poker set with chips, cards, and a carrying case.",in_stock,http://www.example.com/google_poker_set,http://www.example.com/google_poker_set.jpg,49.99 USD,yes,,GGL-POKER-SET,Google,new,no,Multi-color,,unisex,
GGL-DARTBOARD,"Google Bristle Dartboard","A high-quality bristle dartboard for hours of fun.",in_stock,http://www.example.com/google_dartboard,http://www.example.com/google_dartboard.jpg,39.99 USD,yes,,GGL-DARTBOARD,Google,new,no,Multi-color,,unisex,
GGL-PING-PONG-SET,"Google Ping Pong Set","A complete ping pong set with paddles and balls.",in_stock,http://www.example.com/google_ping_pong_set,http://www.example.com/google_ping_pong_set.jpg,24.99 USD,yes,,GGL-PING-PONG-SET,Google,new,no,Multi-color,,unisex,
GGL-BADMINTON-SET,"Google Badminton Set","A complete badminton set with rackets and shuttlecocks.",in_stock,http://www.example.com/google_badminton_set,http://www.example.com/google_badminton_set.jpg,29.99 USD,yes,,GGL-BADMINTON-SET,Google,new,no,Multi-color,,unisex,
GGL-VOLLEYBALL,"Google Volleyball","A high-quality volleyball for beach or indoor play.",in_stock,http://www.example.com/google_volleyball,http://www.example.com/google_volleyball.jpg,19.99 USD,yes,,GGL-VOLLEYBALL,Google,new,no,White,,unisex,
GGL-SOCCER-BALL,"Google Soccer Ball","A durable and high-performance soccer ball.",in_stock,http://www.example.com/google_soccer_ball,http://www.example.com/google_soccer_ball.jpg,24.99 USD,yes,,GGL-SOCCER-BALL,Google,new,no,White,,unisex,
GGL-BASKETBALL,"Google Basketball","A high-quality basketball for indoor or outdoor play.",in_stock,http://www.example.com/google_basketball,http://www.example.com/google_basketball.jpg,29.99 USD,yes,,GGL-BASKETBALL,Google,new,no,Orange,,unisex,
GGL-FOOTBALL,"Google Football","A durable and high-performance football.",in_stock,http://www.example.com/google_football,http://www.example.com/google_football.jpg,24.99 USD,yes,,GGL-FOOTBALL,Google,new,no,Brown,,unisex,
GGL-BASEBALL,"Google Baseball","A high-quality baseball for practice or play.",in_stock,http://www.example.com/google_baseball,http://www.example.com/google_baseball.jpg,9.99 USD,yes,,GGL-BASEBALL,Google,new,no,White,,unisex,
GGL-BASEBALL-BAT,"Google Aluminum Baseball Bat","A lightweight and durable aluminum baseball bat.",in_stock,http://www.example.com/google_baseball_bat,http://www.example.com/google_baseball_bat.jpg,39.99 USD,yes,,GGL-BASEBALL-BAT,Google,new,no,Silver,,unisex,
GGL-GOLF-GLOVE,"Google Golf Glove","A comfortable and durable golf glove for a better grip.",in_stock,http://www.example.com/google_golf_glove,http://www.example.com/google_golf_glove.jpg,14.99 USD,yes,,GGL-GOLF-GLOVE,Google,new,no,White,,unisex,
GGL-GOLF-TOWEL,"Google Golf Towel","A soft and absorbent golf towel to keep your clubs clean.",in_stock,http://www.example.com/google_golf_towel,http://www.example.com/google_golf_towel.jpg,12.99 USD,yes,,GGL-GOLF-TOWEL,Google,new,no,White,,unisex,
GGL-GOLF-UMBRELLA,"Google Golf Umbrella","A large and durable golf umbrella to protect you from the elements.",in_stock,http://www.example.com/google_golf_umbrella,http://www.example.com/google_golf_umbrella.jpg,29.99 USD,yes,,GGL-GOLF-UMBRELLA,Google,new,no,Black,,unisex,
